date,protocol,name,category,active_loans,revenue_ttm,revenue_annualized,earnings_ttm,earnings_annualized,active_loans_90d_ago,revenue_90d_ago,earnings_90d_ago
2026-08-29,morpho-optimizer-aavev2,Morpho Optimizer AaveV2,Lending,6045.469159860399,,,,,8193,,
2026-08-29,morpho-optimizer-aavev3,Morpho Optimizer AaveV3,Lending,841.3811585461432,,,,,687,,
2026-08-29,morpho-optimizer-compoundv2,Morpho Optimizer CompoundV2,Lending,2022.2455645389566,,,,,1882,,
2026-08-29,mortgagefi,MortgageFi,Lending,0,,,,,,,
2026-08-29,moveposition,MovePosition,Lending,2130183.650987595,,,,,3952876,,
2026-08-29,multichainz,MultichainZ,Lending,44366.60900006142,,,,,51624,,
2026-08-29,multiplier,Multiplier,Lending,2047.3009781556964,,,,,1917,,
2026-08-29,myso-v1,MYSO V1,Lending,0,,,,,,,
2026-08-29,myso-v2,MYSO V2,Lending,0,,,,,,,
2026-08-29,mystic-finance-lending,Mystic Finance Lending,Lending,0,2173632,2173632,425472,425472,,2371625,460495
2026-08-29,native-credit-pool,Native Credit Pool,Lending,9699611.021643627,679538,679538,5.069999999999999,22.03035714285714,10923502,584265.3412969284,0
2026-08-29,navi-lending,NAVI Lending,Lending,66297170.134114064,21118258,21176275.192307692,10617170,10646338.049450548,84859451,25506054,11872097
2026-08-29,nearlend-dao,Nearlend DAO,Lending,9.894173271848965,,,,,10,,
2026-08-29,nebula-lending,Nebula Lending,Lending,84.02174371485167,,,,,94,,
2026-08-29,neku,Neku,Lending,620091.2378530568,,,,,620091,,
2026-08-29,neptune-finance,Neptune Finance,Lending,1202542.3187508313,,,,,1939637,,
2026-08-29,nereus-finance,Nereus Finance,Lending,0,,,,,,,
2026-08-29,netweave-lending,NetWeave Lending,Lending,6806.515688627534,,,,,6497,,
2026-08-29,neverland,Neverland,Lending,6572546.537834144,3451823.5300000003,4499698.530178572,1512132.1400000001,1971172.2539285717,86343961,5616182.6373015875,2408364.9000000004
2026-08-29,nexion-lending,Nexion Lending,Lending,855.828425439205,,,,,7523,,
2026-08-29,nftfi,NFTfi,NFT Lending,0,,,,,,,
2026-08-29,nimbora-lending,Nimbora Lending,Lending,0,,,,,,,
2026-08-29,nolus-protocol,Nolus Protocol,Lending,0,,,,,,,
2026-08-29,norekt,NoRekt,Lending,2056.5153406882473,,,,,,,
2026-08-29,nostra-money-market,Nostra Money Market,Lending,851745.7653825327,,,,,1028732,,
2026-08-29,nostra-money-market-alpha,Nostra Money Market Alpha,Lending,23857.050827980172,,,,,22198,,
2026-08-29,notional-v2,Notional V2,Lending,0,,,,,,,
2026-08-29,notional-v3,Notional V3,Lending,0,,,,,,,
2026-08-29,novation,Novation,Lending,14.208713173133665,,,,,12,,
2026-08-29,nusa,Nusa,Lending,39248.41300211892,,,,,35502,,
2026-08-29,nxfi-protocol,NxFi Protocol,Lending,1137.477413447556,,,,,1135,,
2026-08-29,nyke-finance,Nyke Finance,Lending,124.73224831856939,,,,,139,,
2026-08-29,ocp-finance,OCP Finance,Lending,0.45922852896589483,,,,,0,,
2026-08-29,omm,Omm,Lending,53188.11046206014,,,,,54295,,
2026-08-29,omni-protocol,Omni Protocol,Lending,0,,,,,0,,
2026-08-29,omnibtc,OmniBTC,Lending,78269.49774441143,,,,,79539,,
2026-08-29,omnidex-lend,Omnidex Lend,Lending,0,,,,,0,,
2026-08-29,omnipair,Omnipair,Lending,61656.323139723034,15852,30452.526315789473,1579.3100000000004,3033.937631578948,49986,19038.989898989897,1880.3030303030303
2026-08-29,onyx-protocol,Onyx Protocol,Lending,0,,,,,0,,
2026-08-29,onyx-v2,Onyx V2,Lending,0,,,,,0,,
2026-08-29,ooki,Ooki,Lending,0,,,,,0,,
2026-08-29,openfi,OpenFi,RWA Lending,8.826399896870852,,,,,8,,
2026-08-29,opensky-finance,OpenSky Finance,NFT Lending,0,,,,,0,,
2026-08-29,orbit-protocol,Orbit Protocol,Lending,0,,,,,0,,
2026-08-29,orbiter-one,Orbiter One,Lending,0,,,,,53456,,
2026-08-29,orcadao,OrcaDAO,Lending,15194.249879095292,,,,,15257,,
2026-08-29,orchai-money-market,Orchai Money Market,Lending,0,,,,,,,
2026-08-29,owna,Owna,Lending,0,,,,,0,,
2026-08-29,oxygen,Oxygen,Lending,0,,,,,0,,
2026-08-29,pac-finance,Pac Finance,Lending,6567852.214761739,571542,571542,457493,457493,6567852,701464,561431
2026-08-29,paladin-vote,Paladin Vote,Lending,0,,,,,,,
2026-08-29,palmy-finance,Palmy Finance,Lending,250.97880877550352,,,,,831,,
2026-08-29,palomino-finance,Palomino Finance,Lending,0,,,,,0,,
2026-08-29,pando-rings,Pando Rings,Lending,365875.5056742688,,,,,368255,,
2026-08-29,paperdao,PaperDAO,Lending,0,,,,,0,,
2026-08-29,parallel-lending,Parallel Lending,Lending,551139.6300553483,,,,,551139,,
2026-08-29,parallel-polkadot-lending,Parallel Polkadot Lending,Lending,0,,,,,0,,
2026-08-29,paraspace-lending-v1,ParaSpace Lending V1,Lending,423805.9954612402,,,,,373815,,
2026-08-29,pareto-credit,Pareto Credit,RWA Lending,0,,,,,,,
2026-08-29,paribus,Paribus,Lending,0,,,,,0,,
2026-08-29,pawnfi-lending,Pawnfi Lending,NFT Lending,1745174.40318029,,,,,1496800,,
2026-08-29,pencil-finance,Pencil Finance,RWA Lending,0,,,,,,,
2026-08-29,percent-finance,Percent Finance,Lending,0,,,,,0,,
2026-08-29,percentme,Percentme,Lending,0,,,,,0,,
2026-08-29,peridot,Peridot,Lending,13557.49459329061,,,,,12148,,
2026-08-29,permapod,Permapod,Lending,0,230122,792401.2264150945,69041.67,237737.8259433962,1021199,231872.3333333333,69536.63666666666
2026-08-29,phiat-protocol,Phiat Protocol,Lending,1729925.7988812206,,,,,326701,,
2026-08-29,pholend,PhoLend,Lending,0.5667980443360657,,,,,1,,
2026-08-29,pike-v1,Pike V1,Lending,1984.9913146447466,,,,,1984,,
2026-08-29,pike-v2,Pike V2,Lending,8206.834758143601,,,,,6673,,
2026-08-29,pilot-protocol,Pilot Protocol,Lending,0,,,,,,,
2026-08-29,pine-protocol,Pine Protocol,NFT Lending,259857.58488199377,,,,,212983,,
2026-08-29,pinjam-labs,Pinjam Labs,Lending,9210.898358397944,,,,,9210,,
2026-08-29,pizza,Pizza,Lending,0,,,,,,,
2026-08-29,ploutos-money,Ploutos Money,Lending,0,,,,,0,,
2026-08-29,polter-finance,Polter Finance,Lending,0,16544,21413.333333333332,8266,10698.900709219857,0,28269,14127
2026-08-29,polylend,PolyLend,Lending,0,,,,,0,,
2026-08-29,poof-cash,Poof Cash,Lending,0,,,,,,,
2026-08-29,poppie,Poppie,Lending,0,,,,,,,
2026-08-29,port-finance,Port Finance,Lending,0,,,,,,,
2026-08-29,prime-protocol,Prime Protocol,Lending,-29173.38342636212,,,,,-24990,,
2026-08-29,primefi,PrimeFi,Lending,0,762575.12,840906.0990936556,256709.74000000002,283078.7163141994,0,845204.6458333333,306520.9166666666
2026-08-29,project-0,Project 0,Lending,22101826.783479117,92688,867464.6153846155,3069,28722.69230769231,44530387,,
2026-08-29,promethium,Promethium,Lending,0,,,,,,,
2026-08-29,pu239,Pu239,Lending,0,,,,,0,,
2026-08-29,purrlend,Purrlend,Lending,0,31344,56357.43842364532,5649,10157.068965517241,0,102147.85714285714,18409.6875
2026-08-29,puzzle-lend,Puzzle Lend,Lending,5051.23739409845,,,,,18259,,
2026-08-29,pwn,PWN,Lending,0,,,,,,,
2026-08-29,pyron,Pyron,Lending,146429.07777601216,,,,,383281,,
2026-08-29,q-borrowing,Q Borrowing,Lending,0,,,,,,,
2026-08-29,qielend,QIELend,Lending,887.030615865403,0,0,0,0,6445,,
2026-08-29,quantus-lend,Quantus Lend,Lending,0,,,,,0,,
2026-08-29,qubit,Qubit,Lending,0,,,,,,,
2026-08-29,quickswap-lend,Quickswap Lend,Lending,0,,,,,0,,
2026-08-29,quokkalend,QuokkaLend,Lending,37.58999097488806,,,,,31,,
2026-08-29,rabbit-finance,Rabbit Finance,Lending,0,,,,,,,
2026-08-29,radiant-v1,Radiant V1,Lending,154735.29328125512,,,,,150254,,
2026-08-29,radiant-v2,Radiant V2,Lending,263672.9860171762,52167.91000000002,52167.91000000002,44502.91000000002,44502.91000000002,708975,61386,52163
2026-08-29,rain.fi,Rain.fi,Lending,0,262764.32,262764.32,57718.32,57718.32,29894,374412,176886
2026-08-29,ram-protocol,Ram Protocol,Lending,0,,,,,0,,
2026-08-29,reactorfusion,ReactorFusion,Lending,111512.3967931248,,,,,103777,,
2026-08-29,realt-rmm-marketplace,RealT RMM Marketplace,Lending,0,32,32,32,32,0,62,62
2026-08-29,realt-rmm-marketplace-v2,RealT RMM Marketplace V2,Lending,14759706.814278647,1993837,1993837,199380,199380,14681960,2177345,217732
2026-08-29,reax-lending,Reax Lending,Lending,68851.48119198719,,,,,68851,,
2026-08-29,rebalance-finance,Rebalance Finance,Lending,0,,,,,,,
2026-08-29,renec-lend,Renec Lend,Lending,0,,,,,0,,
2026-08-29,resupply,Resupply,Lending,0,1958677,1958677,1469012,1469012,,3304970,2478725
2026-08-29,revert-lend,Revert Lend,Lending,0,,,,,,,
2026-08-29,revest-finance,Revest Finance,NFT Lending,0,,,,,,,
2026-08-29,rex-staking,REX Staking,Lending,0,,,,,,,
2026-08-29,rezerve-lending,Rezerve Lending,Lending,0,,,,,,,
2026-08-29,rhea-lend,Rhea Lend,Lending,18850170.03932043,3048478,3048478,768338,768338,35265072,4326864,1083796
2026-08-29,rheo,Rheo,Lending,0,12410,12410,12410,12410,1184,18921,18921
2026-08-29,rho-markets,Rho Markets,Lending,0,,,,,0,,
2026-08-29,rhombus-protocol,Rhombus Protocol,Lending,12812.28904988998,,,,,21208,,
2026-08-29,ribbon-lend,Ribbon Lend,Uncollateralized Lending,62.182292537359245,,,,,59,,
2026-08-29,rikkei-finance,Rikkei Finance,Lending,0,,,,,0,,
2026-08-29,ripe-protocol,Ripe Protocol,Lending,0,,,,,,,
2026-08-29,rocifi-v1,RociFi V1,Lending,0,,,,,0,,
2026-08-29,rocifi-v2,RociFi V2,Lending,2196.627323824814,,,,,2116,,
2026-08-29,roe-finance,Roe Finance,Lending,3076.9370678337764,,,,,2220,,
2026-08-29,root-finance,Root Finance,Lending,0,,,,,0,,
2026-08-29,rujira-money-market,Rujira Money Market,Lending,316401.9199278202,,,,,,,
2026-08-29,ruler,Ruler,Lending,0,,,,,,,
2026-08-29,sakefinance,SakeFinance,Lending,345402.14138369187,219780,219780,17215.469999999994,17215.469999999994,531147,271818,26257
2026-08-29,save,Save,Lending,155358393.25337702,3236346,3236346,856516,856516,143580228,4608389,1143949
2026-08-29,scallop-lend,Scallop Lend,Lending,2182417.6572907404,2029041,2029041,579864,579864,8449334,3947097,1218336
2026-08-29,scream,Scream,Lending,0,,,,,0,,
2026-08-29,sculptor-finance,Sculptor Finance,Lending,2312.8952034974486,,,,,2322,,
2026-08-29,seamless-v1,Seamless V1,Lending,67029.11163723358,6132.229999999999,6132.229999999999,518.4300000000001,518.4300000000001,65429,58425,5460
2026-08-29,seamless-v2,Seamless V2,Lending,9337087.724357136,480,585.9531772575251,480,585.9531772575251,13944818,842.3076923076923,842.3076923076923
2026-08-29,secured-finance-lending,Secured Finance Lending,Lending,0,,,,,,,
2026-08-29,segment-finance,Segment Finance,Lending,123282.3022318238,33685.130000000005,33870.72300275482,3984.75,4006.704545454545,107609,31598,4138
2026-08-29,seismic,Seismic,Lending,319.6279682288276,,,,,265,,
2026-08-29,sendit,Sendit,Lending,6182.3366616654985,,,,,4917,,
2026-08-29,sentiment,Sentiment,Lending,342748.5472447535,,,,,342748,,
2026-08-29,shadelend,ShadeLend,Lending,350902.8135292386,,,,,439120,,
2026-08-29,shadex,ShadeX,Lending,857.7907571451852,,,,,2344,,
2026-08-29,sharewoods,Sharewoods,RWA Lending,0,,,,,,,
2026-08-29,sharky,Sharky,NFT Lending,280425.6495427174,85526.06,85526.06,85526.06,85526.06,247952,84558,84558
2026-08-29,shoebill-v1,Shoebill V1,Lending,6674.903601199557,,,,,6674,,
2026-08-29,shoebill-v2,Shoebill V2,Lending,466011.9264307767,148678,148678,131814,131814,60793,87403,75663
2026-08-29,shroomy-protocol-lending,Shroomy Protocol Lending,Lending,6885.7865251875555,,,,,6885,,
2026-08-29,siennalend,SiennaLend,Lending,6761.732795053966,,,,,11147,,
2026-08-29,sigmafi,SigmaFi,Lending,0,,,,,,,
2026-08-29,silo-v1,Silo V1,Lending,512409.6170468306,131467.45999999996,131467.45999999996,,,947975,171609,
2026-08-29,silo-v2,Silo V2,Lending,2177566.7712447634,8169904,9777098.229508197,1391447,1665174.2786885246,27986898,11397918,1855233
2026-08-29,silo-v3,Silo V3,Lending,582999.1869363075,62377,145016.5923566879,6243.73,14515.678025477706,2094754,218878.33333333334,21911.060606060604
2026-08-29,sio2-finance,SiO2 Finance,Lending,20150.02918850803,,,,,26963,,
2026-08-29,sirio-finance,Sirio Finance,Lending,0,,,,,0,,
2026-08-29,size-lending,Size Lending,Lending,0,,,,,,,
2026-08-29,slender,Slender,Lending,14.492219370317828,,,,,15,,
2026-08-29,smardex-p2p-lending,SMARDEX P2P Lending,Lending,0,10162,10162,10,10,0,11727,14
2026-08-29,smartcredit,SmartCredit,Lending,185840.01857277175,,,,,178965,,
2026-08-29,snail-finance,Snail Finance,Lending,0,,,,,0,,
2026-08-29,soda-protocol,Soda Protocol,Lending,0,,,,,,,
2026-08-29,sohei,Sohei,Lending,0,,,,,0,,
2026-08-29,solera,Solera,Lending,0,0,0,0,0,,,
2026-08-29,solidlizard-lending,SolidLizard Lending,Lending,1831.5375510652666,,,,,1889,,
2026-08-29,somnialend,SomniaLend,Lending,80902.79210409711,33472.20999999997,36469.72134328355,4105.970000000002,4514.093524096388,344395,43915.18442622951,5524.364754098361
2026-08-29,sonne-finance,Sonne Finance,Lending,10304.3959488856,32114.15,32114.15,4080.1800000000003,4080.1800000000003,74739,38785,4918
2026-08-29,sorta-finance,Sorta Finance,Lending,25498.235665411605,,,,,24895,,
2026-08-29,sovryn-lend,Sovryn Lend,Lending,0,,,,,1402796,,
2026-08-29,sparklend,SparkLend,Lending,2028625953.8749738,62001420,62001420,4427977,4427977,1750515485,67008855,4735430
2026-08-29,spiritswap-lending,SpiritSwap Lending,Lending,0,,,,,0,,
2026-08-29,spreads-finance-leverage,Spreads Finance Leverage,Lending,0.00001299866240677302,,,,,139163,,
2026-08-29,srwa-lending,SRWA Lending,Lending,0.13446800400093734,,,,,0,,
2026-08-29,ssap,SSAP,Lending,0,,,,,0,,
2026-08-29,stackfi,StackFi,Lending,76.60020149555518,,,,,78,,
2026-08-29,stake1,Stake1,Lending,0,,,,,,,
2026-08-29,starlay-finance,Starlay Finance,Lending,0,,,,,1890147,,
2026-08-29,stockfi,StockFi,Lending,0,459.02,891.1824468085107,459.02,891.1824468085107,,1655.6701030927834,1655.6701030927834
2026-08-29,strike,Strike,Lending,0,87798,87798,15696,15696,0,201687,30573
2026-08-29,sturdy-v1,Sturdy V1,Lending,0,,,,,0,,
2026-08-29,sturdy-v2,Sturdy V2,Lending,86214.90564805381,,,,,65339,,
2026-08-29,suilend,Suilend,Lending,62238598.84356942,14304211,14304211,3488644,3488644,55390055,22176687,5038743
2026-08-29,sukukfi,SukukFi,RWA Lending,0,,,,,,,
2026-08-29,sumer.money,Sumer.money,Lending,89440.78664293964,54251.89,54251.89,9720.060000000001,9720.060000000001,168476,59752,14044
2026-08-29,superlend,Superlend,Lending,0,279942.7599999999,286215.98711484583,76040.43,77744.41722689074,477426,811765,221691
2026-08-29,superposition,Superposition,Lending,87276.16380442299,54899.08000000001,59460.42789317508,,,83145,98675,
2026-08-29,supralend,Supralend,Lending,21009.263521344983,,,,,30488,,
2026-08-29,surf-lending,Surf Lending,Lending,0,,,,,,,
2026-08-29,surge,Surge,Lending,4465.763267834025,,,,,4252,,
2026-08-29,surge-credit,Surge Credit,Lending,442744.6531792547,13175.07,30629.9398089172,2286.4899999999993,5315.725159235667,,15418.816666666666,1697.526515151515
2026-08-29,sushi-kashi,Sushi Kashi,Lending,0,,,,,0,,
2026-08-29,swaylend,Swaylend,Lending,121488.16950604651,,,,,129538,,
2026-08-29,swirllend,SwirlLend,Lending,0,,,,,0,,
2026-08-29,sync-network,SYNC Network,NFT Lending,0,,,,,,,
2026-08-29,syno-finance,SYNO Finance,Lending,86814.19478375827,,,,,86814,,
2026-08-29,takara-lend,Takara Lend,Lending,2732498.0147209098,1211990,1211990,399078,399078,3525848,1642206,553298
2026-08-29,takotako,TakoTako,Lending,55560.897302003585,,,,,14929,,
2026-08-29,tangent-finance,Tangent Finance,Lending,0,,,,,,,
2026-08-29,tarot,Tarot,Lending,280083.95638591936,0,0,0,0,259952,0,0
2026-08-29,tashi,Tashi,Lending,0,,,,,0,,
2026-08-29,tectonic,Tectonic,Lending,184447.99554189655,3087786,3087786,312085,312085,82248549,2771133,280623
2026-08-29,teller,Teller,Lending,166570.122975073,,,,,151836,,
2026-08-29,tempest-capital,Tempest Capital,Lending,0,,,,,0,,
2026-08-29,templar-protocol,Templar Protocol,Lending,9270367.582292967,,,,,6995832,,
2026-08-29,tender-finance,Tender Finance,Lending,621485.4942341091,,,,,506961,,
2026-08-29,teralend,Teralend,Lending,0,,,,,0,,
2026-08-29,termfinance-lend,TermFinance Lend,Lending,3774128.124889328,,,,,3462286,,
2026-08-29,termmax,TermMax,Lending,27537744.38432624,313661.92000000004,313661.92000000004,311953.92000000004,311953.92000000004,17106075,333491,328703
2026-08-29,tetu-pawnshop,Tetu Pawnshop,NFT Lending,0,,,,,,,
2026-08-29,tezfin,TezFin,Lending,4917.4469230679215,,,,,3052,,
2026-08-29,themis-protocol,Themis Protocol,Lending,0,,,,,,,
2026-08-29,timeswap-v1,Timeswap V1,Lending,0,,,,,,,
2026-08-29,timeswap-v2,Timeswap V2,Lending,0,,,,,,,
2026-08-29,tinlake,Tinlake,RWA Lending,76010766.83506997,,,,,81331605,,
2026-08-29,tonpound,Tonpound,Lending,0.5991465154142175,,,,,0,,
2026-08-29,torches,Torches,Lending,304.67121921904084,,,,,350,,
2026-08-29,toreus,Toreus,Lending,0,,,,,0,,
2026-08-29,townsquare-lending,TownSquare Lending,Lending,321546.25276376563,,,,,1272488,,
2026-08-29,tranquil-finance,Tranquil Finance,Lending,26261.303773260093,,,,,64618,,
2026-08-29,trava-finance,Trava Finance,Lending,9707.956079899992,,,,,10084,,
2026-08-29,travessia-credit,Travessia Credit,RWA Lending,0,,,,,,,
2026-08-29,tropykus-rsk,Tropykus RSK,Lending,5666.2967197484895,,,,,3602021,,
2026-08-29,tropykus-zkevm,Tropykus zkEVM,Lending,0,,,,,6,,
2026-08-29,truefi,TrueFi,Uncollateralized Lending,7665887.54953917,,,,,7663342,,
2026-08-29,trustin-finance,Trustin Finance,Lending,214.13893052125314,,,,,207,,
2026-08-29,twyne,Twyne,Lending,17437002.346884225,,,,,1418434,,
2026-08-29,tydro,Tydro,Lending,48136471.660324514,5975970,6837708.620689655,670541,767233.4326018809,123955672,7025747.324561403,805028.3114035088
2026-08-29,u235,U235,Lending,2888.981420599082,,,,,1698,,
2026-08-29,udonfi-lending,UdonFi Lending,Lending,53005.595294783845,,,,,95581,,
2026-08-29,ultraswap,Ultraswap,Lending,48263.13409052328,,,,,5452,,
2026-08-29,umee,Umee,Lending,0,,,,,1126814,,
2026-08-29,unblock-equity,Unblock Equity,RWA Lending,0,,,,,,,
2026-08-29,unclesam-protocol,UncleSam Protocol,Lending,0,,,,,0,,
2026-08-29,unfederalreserve,unFederalReserve,Lending,0,,,,,0,,
2026-08-29,unilend-protocol,Unilend Protocol,Lending,166780.16043206785,,,,,449701,,
2026-08-29,unilend-v1,Unilend V1,Lending,0,,,,,,,
2026-08-29,unilend-v2,Unilend V2,Lending,0,,,,,0,,
2026-08-29,union-protocol,Union Protocol,Uncollateralized Lending,65622.5135065135,,,,,65581,,
2026-08-29,unitus,Unitus,Lending,2248370.760745582,,,,,2464736,,
2026-08-29,unleash-protocol,Unleash Protocol,Lending,0,0,0,0,0,0,,
2026-08-29,unlockd-v1,Unlockd V1,Lending,7.15862001650763,,,,,5,,
2026-08-29,unlockd-v2,Unlockd V2,Lending,131.32986723201157,,,,,131,,
2026-08-29,untitledbank,UntitledBank,Lending,24482.859995673123,,,,,57461,,
2026-08-29,usd-ai,USD AI,RWA Lending,264171780.70534253,23450249,23450249,7141077.09,7141077.09,103841086,16681257,3680216
2026-08-29,usdfi-lending,USDFI Lending,Lending,498.6233569725642,,,,,1219,,
2026-08-29,usury-finance,Usury Finance,Lending,0,,,,,0,,
2026-08-29,uwu-lend,UwU Lend,Lending,28047.132456226977,,,,,30634,,
2026-08-29,valas-finance,Valas Finance,Lending,0,310325,310325,155154,155154,0,261815,130898
2026-08-29,vaulta-rex,Vaulta REX,Lending,0,4815.23,6759.842115384615,4815.23,6759.842115384615,,9626.065088757397,9626.065088757397
2026-08-29,vee-finance,Vee Finance,Lending,0,,,,,0,,
2026-08-29,velkonix,Velkonix,Lending,52.16636379296446,0,0,0,0,,,
2026-08-29,vena-finance,Vena Finance,Lending,2637148.32837468,104455,307468.3467741936,37739,111086.57258064517,8997893,192144.84848484848,55690.15151515151
2026-08-29,vendor-v1,Vendor V1,Lending,0,,,,,,,
2026-08-29,vendor-v2,Vendor V2,Lending,0,,,,,,,
2026-08-29,venus-core-pool,Venus Core Pool,Lending,440363115.87372625,18752667,18752667,3519250,3519250,453531747,22991729,3681618
2026-08-29,venus-flux,Venus Flux,Lending,2242150.025290265,437986,799324.45,45687.74000000002,83799.12110552768,9600578,1327019.4495412845,140149.95412844038
2026-08-29,venus-isolated-pools,Venus Isolated Pools,Lending,69372.30348410149,,,,,587248,,
2026-08-29,vesu,Vesu,Lending,5539457.418191998,,,,,7108731,,
2026-08-29,vicuna-lending,Vicuna Lending,Lending,29929.35258575493,4910.179999999999,4910.179999999999,544.9599999999999,544.9599999999999,35646,5377,593
2026-08-29,vigor,Vigor,Lending,0,,,,,,,
2026-08-29,vinufinance,VinuFinance,Lending,0,0,0,,,,0,
2026-08-29,vires-finance,Vires Finance,Lending,14500846.54280364,,,,,14540507,,
2026-08-29,vivacity-finance,Vivacity Finance,RWA Lending,0,,,,,0,,
2026-08-29,vmex-finance,VMEX Finance,Lending,721.3698781908181,,,,,657,,
2026-08-29,voltage-lending,Voltage Lending,Lending,6738.088848931368,,,,,6724,,
2026-08-29,votre,Votre,Lending,3966.450911908952,554,554,0,0,3714,1970,207
2026-08-29,w3bank,w3bank,Lending,0,,,,,0,,
2026-08-29,wanlend,WanLend,Lending,48948.05135227427,,,,,81182,,
2026-08-29,warp-protocol,Warp Protocol,Lending,0,,,,,,,
2026-08-29,waterloan,WaterLoan,Lending,0,,,,,0,,
2026-08-29,wefi,wefi,Lending,132884.10240422966,,,,,124002,,
2026-08-29,weft-v1,Weft V1,Lending,433.9408854616712,,,,,778,,
2026-08-29,weft-v2,Weft V2,Lending,97322.65973053867,,,,,54581,,
2026-08-29,wemix.fi-lend,WEMIX.FI Lend,Lending,48848.53202695021,,,,,104472,,
2026-08-29,wepiggy,WePiggy,Lending,785567.4932077054,,,,,1124470,,
2026-08-29,whitehole-finance,Whitehole Finance,Lending,0,,,,,91252,,
2026-08-29,wild-credit,Wild Credit,Lending,25776.121943509108,,,,,21117,,
2026-08-29,wildcat-protocol,Wildcat Protocol,Uncollateralized Lending,176044047.22523752,18906104,18906104,945310,945310,195793690,19059366,952971
2026-08-29,wing-finance,Wing Finance,Lending,14219863.304383926,,,,,13100140,,
2026-08-29,wise-lending-v1,Wise Lending V1,Lending,0,,,,,,,
2026-08-29,wise-lending-v2,Wise Lending V2,Lending,0,43,43,,,0,74,
2026-08-29,world-liberty-financial,World Liberty Financial,Lending,0,120083309,120083309,120083309,120083309,,104956216,104956216
2026-08-29,x2y2,X2Y2,NFT Lending,0,0,0,0,0,,0,0
2026-08-29,xbank-finance,xBank Finance,Lending,0,,,,,0,,
2026-08-29,xcarnival,XCarnival,NFT Lending,1625.8300047607931,,,,,1329,,
2026-08-29,xensa,Xensa,Lending,0,,,,,,,
2026-08-29,xoxno-lending,XOXNO Lending,Lending,0,44845.55,50834.24145962733,7723.049999999999,8754.38897515528,,58104.52380952381,9486.523809523807
2026-08-29,xpert,Xpert,Lending,43.26217906054658,41,103.20689655172414,1,3.093220338983051,13641,277.1296296296296,6.7592592592592595
2026-08-29,yamfore,Yamfore,Lending,0,0,0,0,0,,7891.266968325792,7891.266968325792
2026-08-29,yeilend,YeiLend,Lending,5950713.121120447,2745428,2745428,931562,931562,10894586,5593584,1915974
2026-08-29,yield-protocol,Yield Protocol,Lending,0,,,,,,,
2026-08-29,yieldlend,YieldLend,Lending,809.7914078897139,,,,,1017,,
2026-08-29,yldr,YLDR,Lending,47215.01160398833,,,,,58816,,
2026-08-29,yupana,Yupana,Lending,1958.8453210552057,,,,,2122,,
2026-08-29,yusan,Yusan,Lending,6011.963631628112,127.24,197.628085106383,62.52,97.10553191489363,6011,288.95833333333337,157.15277777777777
2026-08-29,yuzu-market,Yuzu Market,Lending,0,,,,,0,,
2026-08-29,zarban,Zarban,Lending,3157.9518448159943,7903.539999999999,7903.539999999999,7469.849999999999,7469.849999999999,3090,6442.97,6197.22
2026-08-29,zebradao,ZebraDAO,Lending,169063.74040801305,,,,,155855,,
2026-08-29,zenolend,ZenoLend,Lending,93.52811552588977,,,,,66458,,
2026-08-29,zentra-finance,Zentra Finance,Lending,1519927.1653149747,13868,36155.857142857145,1554.56,4052.9599999999996,153316,8238.57142857143,819.3877551020408
2026-08-29,zenydex,ZenyDex,Lending,0,,,,,,,
2026-08-29,zerolend-lending,ZeroLend Lending,Lending,0,1268478.25,1271963.080357143,683289.0499999998,685166.21771978,4954834,1287370,647349
2026-08-29,zest-v1,Zest V1,Lending,91149.69134659655,141260.84000000003,143222.79611111112,35509.1,36002.28194444445,309779,196525,35097
2026-08-29,zest-v2,Zest V2,Lending,6702179.100619991,46257,88396.88481675393,18108,34604.293193717276,9828480,51339.857142857145,18698.428571428572
2026-08-29,zharta,Zharta,NFT Lending,0,,,,,,,
2026-08-29,zkfinance,zkFinance,Lending,0,,,,,0,,
2026-08-29,zklend,zkLend,Lending,0,,,,,0,,
2026-08-29,zodial,Zodial,Lending,94172.80694069216,,,,,,,
2026-08-29,zona,Zona,Lending,2.7064572043584314,0,0,0,0,438,,
2026-08-29,zoro-protocol,Zoro Protocol,Lending,130.97168778881863,,,,,108,,
