date,protocol,name,category,active_loans,revenue_ttm,revenue_annualized,earnings_ttm,earnings_annualized,active_loans_90d_ago,revenue_90d_ago,earnings_90d_ago
2026-08-29,0vix,0vix,Lending,0,,135923.6417033774,,39056.07669616519,0,,
2026-08-29,0xlend,0xLend,Lending,176.03124787795713,,,,,171,,
2026-08-29,246club,246Club,Lending,2800.070868703344,,,,,2787,,
2026-08-29,3f,3F,RWA Lending,0,10481.02,30851.389516129035,9494.02,27946.107258064516,,5430.757575757576,5430.757575757576
2026-08-29,3jane-lending,3Jane Lending,Uncollateralized Lending,66689176.56599634,327140,327140,0,0,19913828,277044.29090909095,0
2026-08-29,40-acres,40 Acres,Lending,9329492.446897553,1451636.02,1451636.02,526091.02,526091.02,10223074,1784333,633532
2026-08-29,88mph,88mph,Lending,0,,,,,,,
2026-08-29,8lends,8lends,RWA Lending,11992532.651818568,,,,,9329885,,
2026-08-29,aave-aptos,Aave Aptos,Lending,28937.07549168881,,,,,798242,,
2026-08-29,aave-arc,Aave Arc,Lending,0,,,,,0,,
2026-08-29,aave-horizon-rwa,Aave Horizon RWA,RWA Lending,124660272.2666045,,,,,173095504,,
2026-08-29,aave-v1,Aave V1,Lending,58763.93285773433,,,,,47730,,
2026-08-29,aave-v2,Aave V2,Lending,18881457.693736494,1581380,1581380,1383369,1383369,18444041,1503933,1259109
2026-08-29,aave-v3,Aave V3,Lending,12362956708.09077,809152804,809152804,104090984,104090984,10478944533,941332121,124006899
2026-08-29,aave-v4,Aave V4,Lending,208683513.86988947,859010,2049272.2222222222,118404,284325.39473684214,32737627,569288.1451612903,69579.59677419355
2026-08-29,abel-finance,ABEL Finance,Lending,94806.71869392975,,,,,103538,,
2026-08-29,accountable,Accountable,Uncollateralized Lending,307462287.1879824,11597261,15336957.481884057,456028.9600000001,603081.7768115944,195636682,10518159.621621622,395778.29945945943
2026-08-29,accumulated-finance-lending,Accumulated Finance Lending,Lending,89233.51711764508,,,,,149771,,
2026-08-29,acumen,Acumen,Lending,0,,,,,,,
2026-08-29,affluent,Affluent,Lending,584998.0633497038,502107,520650.72443181823,7432.9400000000005,7707.451988636364,1916315,479196,6891
2026-08-29,agave,Agave,Lending,5290.053836746672,,,,,5405,,
2026-08-29,agile-finance,Agile Finance,Lending,0,,,,,0,,
2026-08-29,agora,Agora,Lending,0,,,,,0,,
2026-08-29,aimstrong,AImstrong,Lending,15.050807240018447,,,,,14,,
2026-08-29,ajna-v1,Ajna V1,Lending,178280.62641763908,32753,32753,29959.5,29959.5,59,318.71376811594206,216.8840579710145
2026-08-29,ajna-v2,Ajna V2,Lending,31869.45409020384,14743.43,14989.838300835656,7844.48,7975.585515320334,30112,14220,899
2026-08-29,algofi-lend,Algofi Lend,Lending,345.52427736787354,,,,,401,,
2026-08-29,alien-finance,Alien Finance,Lending,0,,,,,0,,
2026-08-29,alkemi,Alkemi,Lending,0,,,,,,,
2026-08-29,aloe,Aloe,Lending,0,,,,,0,,
2026-08-29,alpaca-finance-2.0,Alpaca Finance 2.0,Lending,558291.7558590561,,,,,593648,,
2026-08-29,alphafi-lending,AlphaFi Lending,Lending,54907374.905757405,2016413,4066247.209944751,434734,876673.5359116022,,3816087.1666666665,666275.0555555555
2026-08-29,alphalend,AlphaLend,Lending,0,4266819,5832917.359550562,1008145,1378175.7490636704,59192710,4779421,1427859
2026-08-29,alta-finance,ALTA Finance,RWA Lending,105617.15116741207,,,,,105587,,
2026-08-29,altitude.fi,Altitude.Fi,Lending,258292.02491462612,,,,,2503933,,
2026-08-29,altr-lend,Altr Lend,Lending,0,,,,,0,,
2026-08-29,ambit-finance,Ambit Finance,Lending,11351.148061783366,,,,,12707,,
2026-08-29,ammalgam-dlex,Ammalgam DLEX,Lending,52870.910025170284,128.65999999999997,886.0547169811318,1.3900000000000001,169.11666666666667,,,
2026-08-29,amphora,Amphora,Lending,0,,,,,,,
2026-08-29,amply-finance,Amply Finance,Lending,97249.07227202685,,,,,173659,,
2026-08-29,amy-finance,Amy Finance,Lending,0,,,,,,,
2026-08-29,anchor,Anchor,Lending,0,,,,,,,
2026-08-29,annex,Annex,Lending,0,,,,,0,,
2026-08-29,antihero-finance,AntiHero Finance,Lending,0,,,,,0,,
2026-08-29,ape-finance,Ape Finance,Lending,0,,,,,,,
2026-08-29,apebank,ApeBank,Lending,7230.187822362226,,,,,52069,,
2026-08-29,apeswap-lending,ApeSwap Lending,Lending,31580.725696173038,,,,,33297,,
2026-08-29,apricot-finance,Apricot Finance,Lending,0,,,,,,,
2026-08-29,aptin-finance-v1,Aptin Finance V1,Lending,13379.572475437528,,,,,13379,,
2026-08-29,aptin-finance-v2,Aptin Finance V2,Lending,4320983.611295324,,,,,4320983,,
2026-08-29,aqualoan,AquaLoan,Lending,4766.421610587535,,,,,4719,,
2026-08-29,aquarius-loan,Aquarius Loan,Lending,0,,,,,0,,
2026-08-29,arbor-finance,Arbor Finance,Lending,0,,,,,,,
2026-08-29,arcade.xyz,Arcade.xyz,NFT Lending,2491687.155252099,,,,,2399402,,
2026-08-29,aries-markets,Aries Markets,Lending,0,333385,338015.34722222225,100969,102371.34722222222,3094700,266816,53360
2026-08-29,arkis,Arkis,Lending,28244174.97919234,,,,,28737250,,
2026-08-29,aso-finance,Aso Finance,Lending,186.48745527402403,,,,,388,,
2026-08-29,astaria-v1,Astaria V1,NFT Lending,1.653208274040041,,,,,1,,
2026-08-29,astaria-v2,Astaria V2,Lending,0,,,,,,,
2026-08-29,astrol,Astrol,Lending,0.000831557076763791,,,,,0,,
2026-08-29,atlantis-loans,Atlantis Loans,Lending,12250.781432610998,,,,,12250,,
2026-08-29,atlendis-v1,Atlendis V1,Uncollateralized Lending,0,,,,,0,,
2026-08-29,atlendis-v2,Atlendis V2,RWA Lending,5487207.093515845,,,,,5487207,,
2026-08-29,augmented-finance,Augmented Finance,Lending,0,,,,,0,,
2026-08-29,aurigami,Aurigami,Lending,234192.81576902047,,,,,202889,,
2026-08-29,aurum-old,Aurum old,Lending,0,,,,,0,,
2026-08-29,aurumswap,AurumSwap,Lending,0,,,,,,,
2026-08-29,avalon-finance,Avalon Finance,Lending,647094.4299001321,39312,50702.75618374558,9435,12168.816254416963,396144,86879,18979
2026-08-29,avalon-usdalend,Avalon USDaLend,Lending,70.72829178083802,,,,,64,,
2026-08-29,avocado-fund,Avocado Fund,Uncollateralized Lending,43992.63633134655,,,,,,,
2026-08-29,avolend,AvoLend,Lending,0,,,,,0,,
2026-08-29,backed,Backed,NFT Lending,0,,,,,,,
2026-08-29,baksdao,BaksDAO,Lending,0,,,,,,,
2026-08-29,bamm,BAMM,Lending,951412.4422600156,,,,,4996795,,
2026-08-29,bank-of-cronos-loans,Bank of Cronos Loans,Lending,0,,,,,,,
2026-08-29,banx,Banx,NFT Lending,0,,,,,0,,
2026-08-29,bao-markets,BAO Markets,Lending,0,,,,,0,,
2026-08-29,basic,Basic,Lending,125617.22370150188,,,,,79940,,
2026-08-29,basilisk,Basilisk,Lending,7442.503098477485,,,,,7031,,
2026-08-29,bastion,Bastion,Lending,39372.594638801726,,,,,39946,,
2026-08-29,bencufi,BencuFi,Lending,9.322397716703277,,,,,9,,
2026-08-29,bend,BEND,Lending,7713918.328815463,165234,189655.37735849057,7157.460000000001,8215.323584905662,415504,196255.8370044053,9965.947136563876
2026-08-29,benddao-lending-v1,BendDAO Lending V1,NFT Lending,3692886.4874805845,1287400,1287400,566856,566856,3103610,1483829,623678
2026-08-29,benddao-lending-v2,BendDAO Lending V2,NFT Lending,0,632.1099999999996,632.1099999999996,94.09999999999998,94.09999999999998,,1489,209
2026-08-29,benqi-lending,Benqi Lending,Lending,36541601.21158244,4207307,4207307,762188,762188,48937618,5658235,1027207
2026-08-29,beta-finance-v1,Beta Finance V1,Lending,26525.70743641015,,,,,8863,,
2026-08-29,beta-finance-v2,Beta Finance V2,Lending,5603.017942180495,,,,,5097,,
2026-08-29,betterbank,BetterBank,Lending,0,,,,,0,,
2026-08-29,betterlend,BetterLend,Lending,8380.858014356274,,,,,4896,,
2026-08-29,bfly-finance,BFly Finance,Lending,0,,,,,,,
2026-08-29,bifi,BiFi,Lending,0,,,,,,,
2026-08-29,bitfire,BitFire,Lending,56.36549353895028,,,,,43,,
2026-08-29,bitlen-finance,Bitlen Finance,Lending,3168.2270652084712,,,,,3006,,
2026-08-29,bitlend,Bitlend,Lending,0,,,,,,,
2026-08-29,bitty,Bitty,NFT Lending,0,,,,,7084,,
2026-08-29,blend-finance,Blend Finance,Lending,0,,,,,0,,
2026-08-29,blend-pools,Blend Pools,Lending,10478.066989209321,0,0,0,0,11993,3,0
2026-08-29,blend-pools-v2,Blend Pools V2,Lending,39012709.00731981,4036552,4036552,0,0,40355435,3222104,0
2026-08-29,blizz-finance,Blizz Finance,Lending,0,,,,,0,,
2026-08-29,blume,Blume,Lending,0,,,,,0,,
2026-08-29,blur-lending,Blur Lending,NFT Lending,0,,,,,,,
2026-08-29,bnpl-pay,BNPL Pay,Lending,0,,,,,0,,
2026-08-29,bodh-finance,Bodh Finance,Lending,0,,,,,0,,
2026-08-29,bondappetit,BondAppetit,Lending,0,,,,,,,
2026-08-29,bonqdao,BonqDAO,Lending,0,,,,,,,
2026-08-29,bonzo-lend,Bonzo Lend,Lending,12768477.84666155,353415.53,353415.53,47001.399999999994,47001.399999999994,3690466,513049,49052
2026-08-29,brainiac-finance,Brainiac Finance,Lending,0,,,,,8,,
